i	O
would	O
like	O
to	O
make	O
a	O
reservation	O
for	O
a	O
flight	O
to	O
denver	B-toloc.city_name
from	O
philadelphia	B-fromloc.city_name
on	O
this	B-depart_date.date_relative
coming	O
sunday	B-depart_date.day_name

flights	O
from	O
pittsburgh	B-fromloc.city_name
to	O
los	B-toloc.city_name
angeles	I-toloc.city_name
thursday	B-depart_date.day_name
evening	B-depart_time.period_of_day

show	O
me	O
first	B-class_type
class	I-class_type
airlines	O
from	O
san	B-fromloc.city_name
francisco	I-fromloc.city_name
to	O
pittsburgh	B-toloc.city_name
on	O
next	B-depart_date.date_relative
tuesday	B-depart_date.day_name
first	B-class_type
class	I-class_type
only	O

find	O
travel	O
arrangements	O
for	O
a	O
round	B-round_trip
trip	I-round_trip
flight	O
from	O
dallas	B-fromloc.city_name
to	O
pittsburgh	B-toloc.city_name

i	O
'd	O
like	O
flights	O
on	O
american	B-airline_name
from	O
philadelphia	B-fromloc.city_name
to	O
dallas	B-toloc.city_name
arriving	O
before	B-arrive_time.time_relative
DIGITDIGITDIGITDIGIT	B-arrive_time.time
am	I-arrive_time.time

show	O
me	O
the	O
air	O
fare	O
for	O
the	O
flights	O
from	O
baltimore	B-fromloc.city_name
to	O
dallas	B-toloc.city_name

what	O
's	O
the	O
schedule	B-flight_time
of	O
flights	O
from	O
atlanta	B-fromloc.city_name
to	O
boston	B-toloc.city_name
on	O
august	B-depart_date.month_name
first	B-depart_date.day_number

i	O
need	O
a	O
flight	O
from	O
baltimore	B-fromloc.city_name
to	O
seattle	B-toloc.city_name
that	O
stops	O
in	O
minneapolis	B-stoploc.city_name

please	O
list	O
the	O
twa	B-airline_code
flights	O
from	O
las	B-fromloc.city_name
vegas	I-fromloc.city_name
to	O
new	B-toloc.city_name
york	I-toloc.city_name
and	O
fare	O

i	O
'd	O
like	O
to	O
arrange	O
for	O
two	O
friends	O
to	O
fly	O
into	O
los	B-toloc.city_name
angeles	I-toloc.city_name
next	B-arrive_date.date_relative
saturday	B-arrive_date.day_name
evening	B-arrive_time.period_of_day
one	O
of	O
the	O
people	O
is	O
coming	O
from	O
kansas	B-fromloc.city_name
city	I-fromloc.city_name
and	O
the	O
other	O
is	O
coming	O
from	O
las	B-fromloc.city_name
vegas	I-fromloc.city_name

do	O
any	O
of	O
the	O
continental	B-airline_name
flights	O
from	O
boston	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name
stop	O
in	O
denver	B-stoploc.city_name

when	B-flight_time
does	O
continental	B-airline_name
fly	O
from	O
philadelphia	B-fromloc.city_name
to	O
denver	B-toloc.city_name
on	O
sundays	B-depart_date.day_name

what	O
are	O
the	O
delta	B-airline_name
flights	O
from	O
dallas	B-fromloc.city_name
to	O
boston	B-toloc.city_name

flights	O
from	O
atlanta	B-fromloc.city_name
please	O

please	O
list	O
all	O
flights	O
from	O
baltimore	B-fromloc.city_name
to	O
atlanta	B-toloc.city_name

on	O
november	B-depart_date.month_name
twenty	B-depart_date.day_number
third	I-depart_date.day_number
what	O
flights	O
go	O
from	O
atlanta	B-fromloc.city_name
to	O
denver	B-toloc.city_name
on	O
delta	B-airline_name
airlines	I-airline_name

are	O
there	O
any	O
flights	O
from	O
atlanta	B-fromloc.city_name
to	O
baltimore	B-toloc.city_name

what	O
flights	O
leave	O
pittsburgh	B-fromloc.city_name
for	O
denver	B-toloc.city_name
on	O
monday	B-depart_date.day_name
night	B-depart_time.period_of_day

what	O
flights	O
has	O
continental	B-airline_name
from	O
atlanta	B-fromloc.city_name

what	O
flights	O
are	O
there	O
from	O
los	B-fromloc.city_name
angeles	I-fromloc.city_name
to	O
pittsburgh	B-toloc.city_name

show	O
me	O
all	O
flights	O
from	O
pittsburgh	B-fromloc.city_name
to	O
baltimore	B-toloc.city_name
tomorrow	B-depart_date.today_relative

one	B-round_trip
way	I-round_trip
flights	O
from	O
ontario	B-fromloc.city_name
to	O
tacoma	B-toloc.city_name
leaving	O
before	B-depart_time.time_relative
DIGITDIGIT	B-depart_time.time
am	I-depart_time.time
on	O
any	O
day	O
and	O
first	B-class_type
class	I-class_type

show	O
me	O
the	O
earliest	B-flight_mod
flight	O
from	O
denver	B-fromloc.city_name
to	O
las	B-toloc.city_name
vegas	I-toloc.city_name

what	O
flights	O
are	O
there	O
from	O
milwaukee	B-fromloc.city_name
to	O
phoenix	B-toloc.city_name
on	O
saturday	B-depart_date.day_name

is	O
there	O
a	O
direct	B-connect
flight	O
from	O
atlanta	B-fromloc.city_name
to	O
philadelphia	B-toloc.city_name
that	O
arrives	O
in	O
philadelphia	B-toloc.city_name
around	B-arrive_time.time_relative
DIGITDIGIT	B-arrive_time.time
noon	I-arrive_time.time

show	O
all	O
united	B-airline_name
flights	O
between	O
boston	B-fromloc.city_name
and	O
philadelphia	B-toloc.city_name

what	O
flights	O
fly	O
from	O
denver	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name
on	O
monday	B-depart_date.day_name
tuesday	B-depart_date.day_name
wednesday	B-depart_date.day_name
thursday	B-depart_date.day_name
and	O
friday	B-depart_date.day_name

flight	O
information	O
between	O
washington	B-fromloc.city_name
and	O
denver	B-toloc.city_name
on	O
september	B-depart_date.month_name
third	B-depart_date.day_number

can	O
you	O
list	O
costs	O
of	O
denver	B-city_name
rental	B-transport_type
cars	I-transport_type

<UNK>	B-mod
of	O
denver	B-fromloc.city_name
can	O
i	O
have	O
the	O
same	O
flight	O
from	O
toronto	B-fromloc.city_name
to	O
san	B-toloc.city_name
diego	I-toloc.city_name
but	O
stopping	O
in	O
dallas	B-stoploc.city_name
fort	I-stoploc.city_name
worth	I-stoploc.city_name

please	O
list	O
all	O
flights	O
on	O
united	B-airline_name
airlines	I-airline_name
and	O
northwest	B-airline_name
airlines	I-airline_name
that	O
go	O
into	O
denver	B-toloc.city_name
and	O
all	O
flights	O
on	O
northwest	B-airline_name
airlines	I-airline_name
and	O
united	B-airline_name
airlines	I-airline_name
that	O
fly	O
out	O
of	O
denver	B-fromloc.city_name

i	O
would	O
like	O
to	O
know	O
some	O
information	O
on	O
flights	O
leaving	O
philadelphia	B-fromloc.city_name
arriving	O
in	O
pittsburgh	B-toloc.city_name
in	O
the	O
afternoon	B-arrive_time.period_of_day

give	O
me	O
the	O
flights	O
with	O
the	O
fares	O
on	O
december	B-depart_date.month_name
twenty	B-depart_date.day_number
seventh	I-depart_date.day_number
from	O
indianapolis	B-fromloc.city_name
to	O
orlando	B-toloc.city_name

show	O
me	O
all	O
flights	O
from	O
new	B-fromloc.city_name
york	I-fromloc.city_name
to	O
miami	B-toloc.city_name
leaving	O
on	O
a	O
tuesday	B-depart_date.day_name
and	O
show	O
me	O
all	O
flights	O
from	O
miami	B-fromloc.city_name
to	O
new	B-toloc.city_name
york	I-toloc.city_name
leaving	O
on	O
sunday	B-depart_date.day_name

what	O
is	O
the	O
ground	O
transportation	O
available	O
in	O
boston	B-city_name

list	O
all	O
flights	O
leaving	O
denver	B-fromloc.city_name
arriving	O
in	O
seattle	B-toloc.city_name
on	O
saturday	B-arrive_date.day_name
that	O
depart	O
after	B-depart_time.time_relative
DIGITDIGITDIGITDIGIT	B-depart_time.time
pm	I-depart_time.time

show	O
me	O
the	O
nonstop	B-flight_stop
flights	O
from	O
dallas	B-fromloc.city_name
to	O
houston	B-toloc.city_name

what	O
is	O
the	O
round	B-round_trip
trip	I-round_trip
fare	O
on	O
continental	B-airline_name
DIGITDIGITDIGITDIGIT	B-flight_number
from	O
denver	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name
and	O
return	B-round_trip

show	O
me	O
the	O
flights	O
from	O
baltimore	B-fromloc.city_name
to	O
seattle	B-toloc.city_name

what	O
are	O
the	O
afternoon	B-depart_time.period_of_day
flights	O
for	O
denver	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name

show	O
flights	O
from	O
boston	B-fromloc.city_name
to	O
denver	B-toloc.city_name
on	O
wednesday	B-depart_date.day_name
morning	B-depart_time.period_of_day

show	O
me	O
flights	O
from	O
dallas	B-fromloc.city_name
to	O
atlanta	B-toloc.city_name
on	O
tuesday	B-depart_date.day_name

what	O
ground	O
transportation	O
is	O
there	O
in	O
atlanta	B-city_name

show	O
me	O
the	O
flights	O
from	O
baltimore	B-fromloc.city_name
to	O
oakland	B-toloc.city_name
please	O

which	O
airlines	O
fly	O
from	O
boston	B-fromloc.city_name
to	O
washington	B-toloc.city_name
dc	B-toloc.state_code
but	O
stopover	O
in	O
some	O
other	O
city	O

give	O
me	O
the	O
flights	O
for	O
american	B-airline_name
airline	I-airline_name
from	O
dallas	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name

give	O
me	O
flights	O
from	O
san	B-fromloc.city_name
francisco	I-fromloc.city_name
to	O
boston	B-toloc.city_name
on	O
thursday	B-depart_date.day_name
afternoon	B-depart_time.period_of_day

i	O
would	O
like	O
some	O
information	O
on	O
flights	O
leaving	O
boston	B-fromloc.city_name
to	O
atlanta	B-toloc.city_name

which	O
airlines	O
have	O
flights	O
between	O
philadelphia	B-fromloc.city_name
and	O
pittsburgh	B-toloc.city_name

i	O
'd	O
like	O
to	O
book	O
the	O
cheapest	B-cost_relative
one	B-round_trip
way	I-round_trip
flight	O
from	O
denver	B-fromloc.city_name
to	O
pittsburgh	B-toloc.city_name
on	O
july	B-depart_date.month_name
fifteenth	B-depart_date.day_number

flights	O
from	O
kansas	B-fromloc.city_name
city	I-fromloc.city_name
to	O
cleveland	B-toloc.city_name

between	O
boston	B-fromloc.city_name
and	O
denver	B-toloc.city_name
i	O
'd	O
like	O
a	O
flight	O
that	O
<UNK>	O
the	O
least	B-mod
amount	O
of	O
stops	O
to	O
get	O
to	O
boston	B-toloc.city_name

please	O
list	O
all	O
of	O
the	O
flights	O
leaving	O
atlanta	B-fromloc.city_name
heading	O
to	O
baltimore	B-toloc.city_name
after	B-depart_time.time_relative
DIGIT	B-depart_time.time
pm	I-depart_time.time
wednesday	B-depart_date.day_name
and	O
before	B-depart_time.time_relative
DIGIT	B-depart_time.time
am	I-depart_time.time
thursday	B-depart_date.day_name

what	O
is	O
the	O
fare	O
for	O
a	O
one	B-round_trip
way	I-round_trip
flight	O
from	O
boston	B-fromloc.city_name
to	O
atlanta	B-toloc.city_name

list	O
united	B-airline_name
flights	O
from	O
denver	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name
on	O
tuesdays	B-depart_date.day_name
or	B-or
wednesdays	B-depart_date.day_name

i	O
want	O
a	O
one	B-round_trip
way	I-round_trip
ticket	O
from	O
dallas	B-fromloc.city_name
to	O
baltimore	B-toloc.city_name

list	O
all	O
flights	O
leaving	O
san	B-fromloc.city_name
francisco	I-fromloc.city_name
monday	B-depart_date.day_name
afternoon	B-depart_time.period_of_day
arriving	O
in	O
pittsburgh	B-toloc.city_name

show	O
me	O
all	O
flights	O
and	O
fares	O
from	O
denver	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name

what	O
does	O
the	O
fare	O
code	O
f	B-fare_basis_code
mean	O

what	O
economy	B-economy
flights	O
are	O
available	O
from	O
dallas	B-fromloc.city_name
to	O
baltimore	B-toloc.city_name
on	O
december	B-depart_date.month_name
seventeenth	B-depart_date.day_number

show	O
me	O
all	O
nonstop	B-flight_stop
flights	O
from	O
salt	B-fromloc.city_name
lake	I-fromloc.city_name
city	I-fromloc.city_name
to	O
cincinnati	B-toloc.city_name

show	O
me	O
the	O
last	B-flight_mod
flight	O
from	O
denver	B-fromloc.city_name
to	O
boston	B-toloc.city_name

what	O
kind	O
of	O
ground	O
transportation	O
is	O
available	O
in	O
atlanta	B-city_name

what	O
are	O
my	O
choices	O
of	O
flights	O
from	O
las	B-fromloc.city_name
vegas	I-fromloc.city_name
to	O
new	B-toloc.city_name
york	I-toloc.city_name

list	O
flights	O
leaving	O
denver	B-fromloc.city_name
and	O
arriving	O
in	O
orlando	B-toloc.city_name
on	O
saturday	B-arrive_date.day_name
departing	O
after	B-depart_time.time_relative
DIGITDIGIT	B-depart_time.time
pm	I-depart_time.time

what	O
flights	O
are	O
available	O
sunday	B-depart_date.day_name
afternoon	B-depart_time.period_of_day
from	O
oakland	B-fromloc.city_name
to	O
dallas	B-toloc.city_name

list	O
a	O
round	B-round_trip
trip	I-round_trip
fare	O
from	O
kansas	B-fromloc.city_name
city	I-fromloc.city_name
to	O
minneapolis	B-toloc.city_name
flights	O

united	B-airline_name
airlines	I-airline_name
flights	O
stopping	O
in	O
denver	B-stoploc.city_name
before	B-depart_time.time_relative
noon	B-depart_time.time

what	O
do	O
you	O
have	O
on	O
monday	B-depart_date.day_name
from	O
dallas	B-fromloc.city_name
fort	I-fromloc.city_name
worth	I-fromloc.city_name
to	O
oakland	B-toloc.city_name
california	B-toloc.state_name

what	O
fare	O
codes	O
<UNK>	O
flights	O
from	O
philadelphia	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name

what	O
are	O
the	O
morning	B-depart_time.period_of_day
flights	O
from	O
boston	B-fromloc.city_name
to	O
philadelphia	B-toloc.city_name

on	O
july	B-depart_date.month_name
twenty	B-depart_date.day_number
third	I-depart_date.day_number
an	O
early	B-flight_mod
flight	O
on	O
american	B-airline_name
from	O
philadelphia	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name

what	O
flights	O
leave	O
charlotte	B-fromloc.city_name
north	B-fromloc.state_name
carolina	I-fromloc.state_name
and	O
arrive	O
in	O
phoenix	B-toloc.city_name
arizona	B-toloc.state_name
on	O
monday	B-arrive_date.day_name
before	B-arrive_time.time_relative
DIGIT	B-arrive_time.time
pm	I-arrive_time.time

i	O
'm	O
interested	O
in	O
a	O
flight	O
on	O
american	B-airline_name
airlines	I-airline_name
from	O
dallas	B-fromloc.city_name
to	O
washington	B-toloc.city_name

show	O
me	O
the	O
flights	O
from	O
denver	B-fromloc.city_name
to	O
philadelphia	B-toloc.city_name
again	O

please	O
show	O
me	O
airlines	O
with	O
flights	O
from	O
denver	B-fromloc.city_name
to	O
boston	B-toloc.city_name
with	O
a	O
stopover	O
in	O
philadelphia	B-stoploc.city_name

what	O
flights	O
depart	O
newark	B-fromloc.city_name
for	O
tampa	B-toloc.city_name
on	O
friday	B-depart_date.day_name

show	O
me	O
the	O
flights	O
between	O
boston	B-fromloc.city_name
and	O
san	B-toloc.city_name
francisco	I-toloc.city_name
denver	B-fromloc.city_name
and	O
san	B-toloc.city_name
francisco	I-toloc.city_name
boston	B-fromloc.city_name
and	O
denver	B-toloc.city_name

do	O
you	O
have	O
a	O
night	B-depart_time.period_of_day
flight	O
from	O
washington	B-fromloc.city_name
to	O
boston	B-toloc.city_name
on	O
august	B-depart_date.month_name
twenty	B-depart_date.day_number
seventh	I-depart_date.day_number

i	O
would	O
like	O
to	O
book	O
a	O
flight	O
for	O
august	B-depart_date.month_name
twenty	B-depart_date.day_number
seventh	I-depart_date.day_number
from	O
baltimore	B-fromloc.city_name
to	O
san	B-toloc.city_name
francisco	I-toloc.city_name
on	O
us	B-airline_name
air	I-airline_name

what	O
are	O
the	O
first	B-class_type
class	I-class_type
and	O
coach	B-class_type
fares	O
for	O
flights	O
from	O
chicago	B-fromloc.city_name
to	O
kansas	B-toloc.city_name
city	I-toloc.city_name
arriving	O
around	B-arrive_time.time_relative
DIGIT	B-arrive_time.time
pm	I-arrive_time.time
next	B-arrive_date.date_relative
thursday	B-arrive_date.day_name

all	O
right	O
now	O
i	O
need	O
a	O
flight	O
from	O
seattle	B-fromloc.city_name
to	O
san	B-toloc.city_name
diego	I-toloc.city_name

show	O
me	O
all	O
the	O
flights	O
that	O
arrive	O
in	O
baltimore	B-toloc.city_name
in	O
the	O
evening	B-arrive_time.period_of_day

show	O
me	O
the	O
latest	B-flight_mod
flight	O
from	O
san	B-fromloc.city_name
francisco	I-fromloc.city_name
to	O
denver	B-toloc.city_name

list	O
lowest	B-cost_relative
cost	I-cost_relative
flight	O
from	O
dallas	B-fromloc.city_name
to	O
baltimore	B-toloc.city_name

